name,article,actualname,plural,itemid,objectclass,primarytype,slot,implemented,immobile,walkable,pickupable,levelrequired,vocrequired,imbueslots,upgradeclass,attrib,armor,weight,stackable,marketable,droppedby,value,npcvalue,npcprice,buyfrom,sellto,notes,history,defense,holdsliquid,usable,status,sounds,flavortext,duration,attack,npcvaluerook,npcpricerook,hands,weapontype,enchantable,secondarytype,volume,consumable,regenseconds,defensemod,hangable,range,atk_mod,hit_mod,blockspath,writable,writechars,fansite,words,lightradius,lightcolor,mlrequired,storevalue,damagetype,imbuements,tertiarytype,rewritable,pricecurrency,wrappable,manaleech_ch,manaleech_am,crithit_ch,critextra_dmg,hpleech_ch,hpleech_am,resist,ice_attack,augments,death_attack,fire_attack,earth_attack,manacost,damagerange,energy_attack,elementalbond,charges,destructible,location,mantra,notes2,enchanted,rotatable
Reality Reaver Soul Core,a,reality reaver soul core,-,47838,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Remains of a Ghost,-,Remains of a Ghost,-,4290,Decoration,Corpses,-,7.3,no,yes,yes,-,-,-,-,-,-,22,no,-,-,-,-,-,-,-,"Looks like [[Ghost Residue]] {{Ilink|Ghost Residue}}, does not expire. One can be found as a [[Daily Respawns|daily respawn]] in [[Oasis Tomb]].",-,-,-,yes,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Renegade Knight Soul Core,a,renegade knight soul core,-,47824,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Renegade Quara Constrictor Soul Core,a,renegade quara constrictor soul core,-,48997,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Renegade Quara Hydromancer Soul Core,a,renegade quara hydromancer soul core,-,48998,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Renegade Quara Mantassin Soul Core,a,renegade quara mantassin soul core,-,48999,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Resin Parasite,a,resin parasite,-,48511,"Plants, Animal Products, Food and Drink",Food,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,0.25,yes,yes,Rootthing Amber Shaper | Rootthing Bug Tracker | Rootthing Nutshell,Negotiable,1450,0,-,Yasir,-,-,-,-,yes,-,{{Sound List|Yum.}},-,-,-,-,-,-,-,-,Creature Products,-,yes,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Resinous Fish Fin,a,resinous fish fin,-,48509,"Plants, Animal Products, Food and Drink",Food,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,0.25,yes,yes,Quara Looter | Quara Raider,Negotiable,1250,0,-,Yasir,-,-,-,-,yes,-,{{Sound List|Yum.}},-,-,-,-,-,-,-,-,Creature Products,-,yes,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Retching Horror Soul Core,a,retching horror soul core,-,47780,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rhindeer Soul Core,a,rhindeer soul core,-,48059,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ring of Temptation,a,ring of temptation,-,45642,Body Equipment,Rings,Finger,13.40.54ea79,-,-,yes,100,-,-,-,-,-,0.80,-,yes,Sugar Daddy,Negotiable,0,250,Coco,-,-,-,-,-,-,-,-,This ring provides a delicious defense for a limited number of uses.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[[Dark Chocolate Coin]]s,-,-,-,-,-,-,-,mana drain +30%,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-
Ripper Spectre Soul Core,a,ripper spectre soul core,-,47919,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Roaring Lion Soul Core,a,roaring lion soul core,-,47771,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Root Tentacle,a,root tentacle,-,48516,"Plants, Animal Products, Food and Drink",Creature Products,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,1.00,yes,yes,-,Negotiable,300000,0,-,Yasir,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rorc Soul Core,a,rorc soul core,-,47768,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rose Milk Cake,a,rose milk cake,-,48238,Other Items,Quest Items,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,0.50,-,-,The Flaming Orchid,Negotiable,0,0,-,-,"You have a 100% chance to loot the [[Rose Milk Cake]] until you hand it into NPC [[Sugar Plum Fairy]] during part of the [[Threatened Dreams Quest#Sweet Dreams|Threatened Dreams Quest - Sweet Dreams]]. After handing them in, the chance of looting this item again becomes very low.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Decorations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rose Milk Cake Recipe,a,rose milk cake recipe,-,48480,Other Items,Quest Items,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,1.00,-,yes,-,Negotiable,0,0,-,-,"It can be found inside a chest in [[Dessert Dungeon]] in [[Candia]], {{Mapper Coords|text=here|130.174|125.132|9|4}}. It can only be picked up after finishing the [[Threatened Dreams Quest#Sweet Dreams|Threatened Dreams Quest - Sweet Dreams]].",-,-,-,yes,-,-,-,-,-,-,-,-,-,-,Decorations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rot Elemental Soul Core,a,rot elemental soul core,-,47798,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rotten Golem Soul Core,a,rotten golem soul core,-,47962,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rotten Man-Maggot Soul Core,a,rotten man-maggot soul core,-,48080,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rotworm Soul Core,a,rotworm soul core,-,47403,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rustheap Golem Soul Core,a,rustheap golem soul core,-,47789,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sabretooth Soul Core,a,sabretooth soul core,-,48042,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sacred Spider Soul Core,a,sacred spider soul core,-,48947,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sage Gem,a,sage gem,-,44609,Other Items,Valuables,-,13.30.14423,no,-,yes,-,-,-,-,-,-,0.50,-,yes,-,Negotiable,5000,0,-,"Augustin,Briasol,Chantalle,Edmund,Gail,Hanna,Ishina,Iwan,Jessica,Odemara,Oiriz,Talila,Tesha,Tezila,Valindara,Yonan,Giri,Kiru","Should primarily be found by defeating [[Archfoe|Archfoe bosses]] with [[Cooperative Loot System|co-op loot]], but can also drop from [[Fiendish and Influenced Creatures|fiendish monsters]].\n\nUsed in [[Gem Atelier]].",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Salamander Soul Core,a,salamander soul core,-,47748,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandcrawler Soul Core,a,sandcrawler soul core,-,47682,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandstone Scorpion Soul Core,a,sandstone scorpion soul core,-,48944,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Scarab Soul Core,a,scarab soul core,-,47458,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Scorpion Soul Core,a,scorpion soul core,-,47420,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sea Serpent Soul Core,a,sea serpent soul core,-,47595,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Seacrest Serpent Soul Core,a,seacrest serpent soul core,-,48996,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Seagull Soul Core,a,seagull soul core,-,47532,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Serpent Spawn Soul Core,a,serpent spawn soul core,-,47497,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaburak Demon Soul Core,a,shaburak demon soul core,-,47709,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaburak Lord Soul Core,a,shaburak lord soul core,-,48954,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaburak Prince Soul Core,a,shaburak prince soul core,-,48955,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shadow Hound Soul Core,a,shadow hound soul core,-,47657,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shadow Pupil Soul Core,a,shadow pupil soul core,-,47760,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shaper Matriarch Soul Core,a,shaper matriarch soul core,-,47854,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shark Soul Core,a,shark soul core,-,47725,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sheep Soul Core,a,sheep soul core,-,47392,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shock Head Soul Core,a,shock head soul core,-,47774,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quara Raider Soul Core,a,quara raider soul core,-,49080,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rabid Wolf Soul Core,a,rabid wolf soul core,-,49040,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ragged Rabid Wolf Soul Core,a,ragged rabid wolf soul core,-,49041,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raubritter Chastener Soul Core,a,raubritter chastener soul core,-,52802,Other Items,Soul Cores,-,15.20.7a5cc9,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,yes,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raubritter Marksman Soul Core,a,raubritter marksman soul core,-,52801,Other Items,Soul Cores,-,15.20.7a5cc9,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,yes,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raubritter Skirmisher Soul Core,a,raubritter skirmisher soul core,-,52800,Other Items,Soul Cores,-,15.20.7a5cc9,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,yes,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Reality Splinter,a,reality splinter,-,51259,Other Items,Creature Products,-,15.00.249ccc,no,yes,yes,-,-,-,-,-,-,2.50,yes,yes,Spirit Overlord,Negotiable,5000,0,-,Arkulius,Item obtained in [[The Elemental Spheres Quest]].,-,-,-,yes,-,-,"Split from an alternative reality, frozen in time and space.",-,-,-,-,-,-,-,Quest Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Redeemed Soul Soul Core,a,redeemed soul soul core,-,49004,Other Items,Soul Cores,-,13.40.54ea79,-,-,yes,-,-,-,-,-,-,10.00,yes,yes,-,Negotiable,0,0,-,-,-,-,-,-,-,-,-,Offers a soul to the Soulpit. Combine with another soul core to create a random new soul core.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Refined Bow,a,refined bow,refined bows,51760,Weapons,Distance Weapons,Both Hands,15.12.c7d92c,-,-,yes,0,-,-,1,-,-,32.50,no,yes,Muglex Clan Chief}}{{Dropped By | The Corruptor,150,150,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Two,Distance,-,Bows,-,-,-,-,-,6,-,+1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
